0.000000000000000000e+00,2.000000000000000000e+00
5.761718750000000347e-03,-5.000000000000000000e+00
1.152343750000000069e-02,-7.000000000000000000e+00
1.728515625000000278e-02,-1.300000000000000000e+01
2.304687500000000139e-02,-2.700000000000000000e+01
2.880859375000000000e-02,-3.900000000000000000e+01
3.457031250000000555e-02,-4.500000000000000000e+01
4.033203125000000416e-02,-5.200000000000000000e+01
4.609375000000000278e-02,-5.700000000000000000e+01
5.185546875000000139e-02,-5.600000000000000000e+01
5.761718750000000000e-02,-5.100000000000000000e+01
6.337890625000000555e-02,-3.300000000000000000e+01
6.914062500000001110e-02,-1.100000000000000000e+01
7.490234375000000278e-02,1.800000000000000000e+01
8.066406250000000833e-02,4.000000000000000000e+01
8.642578125000000000e-02,5.300000000000000000e+01
9.218750000000000555e-02,5.800000000000000000e+01
9.794921875000001110e-02,6.100000000000000000e+01
1.037109375000000028e-01,5.100000000000000000e+01
1.094726562500000083e-01,4.500000000000000000e+01
1.152343750000000000e-01,3.800000000000000000e+01
1.209960937500000056e-01,2.600000000000000000e+01
1.267578125000000111e-01,1.800000000000000000e+01
1.325195312500000167e-01,1.200000000000000000e+01
1.382812500000000222e-01,2.000000000000000000e+00
1.440429687500000000e-01,-1.100000000000000000e+01
1.498046875000000056e-01,-2.800000000000000000e+01
1.555664062500000111e-01,-3.600000000000000000e+01
1.613281250000000167e-01,-5.600000000000000000e+01
1.670898437500000222e-01,-6.400000000000000000e+01
1.728515625000000000e-01,-6.700000000000000000e+01
1.786132812500000056e-01,-7.200000000000000000e+01
1.843750000000000111e-01,-7.700000000000000000e+01
1.901367187500000167e-01,-8.600000000000000000e+01
1.958984375000000222e-01,-8.100000000000000000e+01
2.016601562500000000e-01,-8.000000000000000000e+01
2.074218750000000056e-01,-7.400000000000000000e+01
2.131835937500000111e-01,-6.600000000000000000e+01
2.189453125000000167e-01,-6.200000000000000000e+01
2.247070312500000222e-01,-5.200000000000000000e+01
2.304687500000000000e-01,-4.500000000000000000e+01
2.362304687500000056e-01,-2.800000000000000000e+01
2.419921875000000111e-01,-2.100000000000000000e+01
2.477539062500000167e-01,-1.300000000000000000e+01
2.535156250000000222e-01,-2.000000000000000000e+00
2.592773437500000000e-01,5.000000000000000000e+00
2.650390625000000333e-01,8.000000000000000000e+00
2.708007812500000111e-01,1.200000000000000000e+01
2.765625000000000444e-01,9.000000000000000000e+00
2.823242187500000222e-01,6.000000000000000000e+00
2.880859375000000000e-01,6.000000000000000000e+00
2.938476562500000333e-01,9.000000000000000000e+00
2.996093750000000111e-01,6.000000000000000000e+00
3.053710937500000444e-01,3.000000000000000000e+00
3.111328125000000222e-01,-5.000000000000000000e+00
3.168945312500000000e-01,-1.400000000000000000e+01
3.226562500000000333e-01,-2.400000000000000000e+01
3.284179687500000111e-01,-3.300000000000000000e+01
3.341796875000000444e-01,-3.800000000000000000e+01
3.399414062500000222e-01,-3.200000000000000000e+01
3.457031250000000000e-01,-3.400000000000000000e+01
3.514648437500000333e-01,-3.000000000000000000e+01
3.572265625000000111e-01,-2.900000000000000000e+01
3.629882812500000444e-01,-3.000000000000000000e+01
3.687500000000000222e-01,-3.200000000000000000e+01
3.745117187500000000e-01,-3.000000000000000000e+01
3.802734375000000333e-01,-1.700000000000000000e+01
3.860351562500000111e-01,-9.000000000000000000e+00
3.917968750000000444e-01,-7.000000000000000000e+00
3.975585937500000222e-01,-7.000000000000000000e+00
4.033203125000000000e-01,-7.000000000000000000e+00
4.090820312500000333e-01,-9.000000000000000000e+00
4.148437500000000111e-01,-2.000000000000000000e+00
4.206054687500000444e-01,-2.000000000000000000e+00
4.263671875000000222e-01,-2.000000000000000000e+00
4.321289062500000000e-01,-8.000000000000000000e+00
4.378906250000000333e-01,-1.700000000000000000e+01
4.436523437500000111e-01,-2.300000000000000000e+01
4.494140625000000444e-01,-2.600000000000000000e+01
4.551757812500000222e-01,-2.100000000000000000e+01
4.609375000000000000e-01,-1.200000000000000000e+01
4.666992187500000333e-01,7.000000000000000000e+00
4.724609375000000111e-01,1.600000000000000000e+01
4.782226562500000444e-01,2.000000000000000000e+01
4.839843750000000222e-01,2.500000000000000000e+01
4.897460937500000555e-01,2.200000000000000000e+01
4.955078125000000333e-01,2.600000000000000000e+01
5.012695312500000666e-01,3.300000000000000000e+01
5.070312500000000444e-01,2.900000000000000000e+01
5.127929687500000222e-01,1.700000000000000000e+01
5.185546875000000000e-01,1.000000000000000000e+01
5.243164062499999778e-01,5.000000000000000000e+00
5.300781250000000666e-01,2.000000000000000000e+00
5.358398437500000444e-01,1.000000000000000000e+00
5.416015625000000222e-01,1.100000000000000000e+01
5.473632812500000000e-01,1.100000000000000000e+01
5.531250000000000888e-01,1.100000000000000000e+01
5.588867187500000666e-01,1.900000000000000000e+01
5.646484375000000444e-01,2.500000000000000000e+01
5.704101562500000222e-01,2.900000000000000000e+01
5.761718750000000000e-01,3.200000000000000000e+01
5.819335937500000888e-01,3.900000000000000000e+01
5.876953125000000666e-01,3.900000000000000000e+01
5.934570312500000444e-01,4.000000000000000000e+01
5.992187500000000222e-01,3.900000000000000000e+01
